contaminant,authorization,limit,clean_amount_released,clean_amount_released_float,amount_released,source,event_id,region,date
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,15.0 ,15.0,15.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,80.0 ,80.0,80.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,600.0 ,600.0,600.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,8500.0 ,8500.0,8500.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,1800.0 ,1800.0,1800.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,10000.0 ,10000.0,10000.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,2200.0 ,2200.0,2200.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,12500.0 ,12500.0,12500.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,2500.0 ,2500.0,2500.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,25000.0 ,25000.0,25000.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,1000.0 ,1000.0,1000.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,1500.0 ,1500.0,1500.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,30.0 ,30.0,30.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,2000.0 ,2000.0,2000.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,40000.0 ,40000.0,40000.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,20.0 ,20.0,20.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,700.0 ,700.0,700.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,5000.0 ,5000.0,5000.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site-Wide CAP,699.57 LBS/HR,40000.0 ,40000.0,40000.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site-Wide CAP,89.82 LBS/HR,20.0 ,20.0,20.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site-Wide CAP,167.23 LBS/HR,700.0 ,700.0,700.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
Particulate Matter,NSR Permit 80812 Site-Wide CAP,19.22 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site-Wide CAP,641.19 LBS/HR,5000.0 ,5000.0,5000.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
VOC,NSR Permit 80812 Site-Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,15.0 ,15.0,15.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,3000.0 ,3000.0,3000.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 10,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,30.0 ,30.0,30.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,3000.0 ,3000.0,3000.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 10,#N/A
"1,3-BUTADIENE",NSR9908,0.18 LBS/HR,37.0 ,37.0,37.0 lbs (est.),"Source 2: REACDB , EPN number REAC216",265189,region 10,#N/A
Sulfur dioxide,Permit 49138,157.03 LBS/HR,1312.84 ,1312.8,1312.84 lbs (est.),"Source 2: Thermal Oxidizer , EPN number 32STK_001",266314,region 10,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),476.58 LBS/HR,0.13 ,0.1,0.13 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 10,#N/A
Carbon Monoxide,Permit 21101,364.28 LBS/HR,235.7 ,235.7,235.7 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 10,#N/A
Cyclohexane,Permit 21101 (as VOC),476.58 LBS/HR,41.52 ,41.5,41.52 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 10,#N/A
NOX,Permit 21101,71.49 LBS/HR,46.26 ,46.3,46.26 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 10,#N/A
Other VOCs,Permit 21101,476.58 LBS/HR,40.9 ,40.9,40.9 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 10,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),416.5 LBS/HR,0.44 ,0.4,0.44 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Acetylene,Permit 21101 (as VOC),416.5 LBS/HR,5.47 ,5.5,5.47 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Benzene,Permit 21101 (as VOC),416.5 LBS/HR,9.83 ,9.8,9.83 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Carbon Monoxide,Permit 21101,362.11 LBS/HR,10868.85 ,10868.9,10868.85 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Ethylene (gaseous),Permit 21101 (as VOC),416.5 LBS/HR,8955.75 ,8955.8,8955.75 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
NOX,Permit 21101,90.68 LBS/HR,1667.73 ,1667.7,1667.73 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Other VOCs,Permit 21101,416.5 LBS/HR,19.75 ,19.8,19.75 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Propane,Permit 21101 (as VOC),416.5 LBS/HR,66.5 ,66.5,66.5 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Propylene (Propene),Permit 21101 (as VOC),416.5 LBS/HR,345.68 ,345.7,345.68 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 10,#N/A
Opacity,No specific emissions authorizations for this facility,10.0 % op,#VALUE!,#VALUE!,62.33 % op (est.),"Source 1: Boiler , EPN number 22",266256,region 10,#N/A
"1,3-BUTADIENE",No specific authorization,0,14000.0 ,14000.0,14000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Benzene,No specific authorization,0,6500.0 ,6500.0,6500.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Butanes,No specific authorization,0,15000.0 ,15000.0,15000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
"Butenes, All Isomers",No specific authorization,0,10000.0 ,10000.0,10000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Carbon Monoxide,No specific authorization,0,150000.0 ,150000.0,150000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Ethylbenzene,No specific authorization,0,1500.0 ,1500.0,1500.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Ethylene (gaseous),No specific authorization,0,150000.0 ,150000.0,150000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Isobutylene,No specific authorization,0,3000.0 ,3000.0,3000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Nitrogen dioxide,No specific authorization,0,4000.0 ,4000.0,4000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Nitrogen oxide,No specific authorization,0,25000.0 ,25000.0,25000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Pentanes,No specific authorization,0,10500.0 ,10500.0,10500.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Propane,No specific authorization,0,21000.0 ,21000.0,21000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Propylene,No specific authorization,0,50000.0 ,50000.0,50000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Toluene,No specific authorization,0,2000.0 ,2000.0,2000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Xylene (mixed isomers),No specific authorization,0,1000.0 ,1000.0,1000.0 lbs (est.),"Source 1: LOU Flare , EPN number LOUFLARE",267078,region 12,#N/A
Carbon Monoxide,NSR Permit 20485 and Title V Permit O1327,84.05 LBS/HR,1000.0 ,1000.0,1000.0 lbs (est.),"Source 1: North/South Flare , EPN number UWN6R1 & UWS6R1",266761,region 12,#N/A
NOX,NSR Permit 20485 and Title V Permit O1327,16.32 LBS/HR,1000.0 ,1000.0,1000.0 lbs (est.),"Source 1: North/South Flare , EPN number UWN6R1 & UWS6R1",266761,region 12,#N/A
Opacity,NSR Permit 20485 and Title V Permit O1327,0,#VALUE!,#VALUE!,75.0 % op (est.),"Source 1: North/South Flare , EPN number UWN6R1 & UWS6R1",266761,region 12,#N/A
Carbon Monoxide,Permit 19394,184.7 LBS/HR,1474.0 ,1474.0,1474.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Ethylene (gaseous),Permit 19394,149.91 LBS/HR,246.0 ,246.0,246.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Hexene,Permit 19394,149.91 LBS/HR,11.0 ,11.0,11.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Isobutane,Permit 19394,149.91 LBS/HR,1280.0 ,1280.0,1280.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Isopentane,Permit 19394,149.91 LBS/HR,449.0 ,449.0,449.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Nitrous Oxides,Permit 19394,46.38 LBS/HR,435.0 ,435.0,435.0 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Sulfur dioxide,Permit 19394,0.48 LBS/HR,0.0267 ,0.0,0.0267 lbs (est.),"Source 1: Flare , EPN number 58",264965,region 12,#N/A
Benzene,Permit 21101 (as VOC),476.58 LBS/HR,0.16 ,0.2,0.16 lbs (est.),"Source 3: Unit Process Flare , EPN number F-40-FLARE",264804,region 12,#N/A
"Butadiene, 1-3",Permit 21101 (as VOC),476.58 LBS/HR,12.86 ,12.9,12.86 lbs (est.),"Source 3: Unit Process Flare , EPN number F-40-FLARE",264804,region 12,#N/A
Carbon Monoxide,Permit 21101,364.28 LBS/HR,31.61 ,31.6,31.61 lbs (est.),"Source 3: Unit Process Flare , EPN number F-40-FLARE",264804,region 12,#N/A
NOX,Permit 21101,71.49 LBS/HR,5.48 ,5.5,5.48 lbs (est.),"Source 3: Unit Process Flare , EPN number F-40-FLARE",264804,region 12,#N/A
Other VOCs,Permit 21101,476.58 LBS/HR,30.54 ,30.5,30.54 lbs (est.),"Source 3: Unit Process Flare , EPN number F-40-FLARE",264804,region 12,#N/A
Butanes,Permit 49138,5156.31 LBS/HR,6554.82 ,6554.8,6554.82 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Carbon Monoxide,Permit 49138,3919.77 LBS/HR,4981.12 ,4981.1,4981.12 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Hydrogen Sulfide,Permit 49138,157.03 LBS/HR,17.52 ,17.5,17.52 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Nitrogen Oxides (NOx),Permit 49138,1028.46 LBS/HR,697.36 ,697.4,697.36 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Pentanes,Permit 49138,5156.31 LBS/HR,3229.04 ,3229.0,3229.04 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Propane,Permit 49138,5156.31 LBS/HR,1384.81 ,1384.8,1384.81 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Sulfur dioxide,Permit 49138,15649.92 LBS/HR,1613.41 ,1613.4,1613.41 lbs (est.),"Source 1: High Pressure Flare , EPN number 60FLR_003",265179,region 12,#N/A
Carbon Monoxide,Permit 49138,3919.77 LBS/HR,76.41 ,76.4,76.41 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
Hydrogen Sulfide,Permit 49138,157.03 LBS/HR,0.79 ,0.8,0.79 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
Nitrogen Oxides (NOx),Permit 49138,1028.46 LBS/HR,45.92 ,45.9,45.92 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
PM10,Permit 49138,1020.67 LBS/HR,1.97 ,2.0,1.97 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
Sulfur dioxide,Permit 49138,15649.92 LBS/HR,19165.7 ,19165.7,19165.7 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
VOC (unspeciated),Permit 49138,5156.31 LBS/HR,0.04 ,0.0,0.04 lbs (est.),"Source 4: SRU Thermal Oxidizer , EPN number 32STK_001",265179,region 12,#N/A
Carbon Monoxide,NSR Permit 46396,226.9 LBS/HR,36.14 ,36.1,36.14 lbs (est.),"Source 2: North Flare , EPN number FLARECAP",264749,region 12,#N/A
Hydrogen Sulfide,NSR Permit 46396,0.13 LBS/HR,0.08 ,0.1,0.08 lbs (est.),"Source 2: North Flare , EPN number FLARECAP",264749,region 12,#N/A
NOX,NSR Permit 46396,33.0 LBS/HR,7.11 ,7.1,7.11 lbs (est.),"Source 2: North Flare , EPN number FLARECAP",264749,region 12,#N/A
Sulfur dioxide,NSR Permit 46396,10.67 LBS/HR,1699.69 ,1699.7,1699.69 lbs (est.),"Source 2: North Flare , EPN number FLARECAP",264749,region 12,#N/A
VOC,NSR Permit 46396,529.58 LBS/HR,26.23 ,26.2,26.23 lbs (est.),"Source 2: North Flare , EPN number FLARECAP",264749,region 12,#N/A
Carbon Monoxide,NSR Permit 46396,226.9 LBS/HR,94.39 ,94.4,94.39 lbs (est.),"Source 4: South Flare , EPN number FLARECAP",264749,region 12,#N/A
Hydrogen Sulfide,NSR Permit 46396,0.13 LBS/HR,0.03 ,0.0,0.03 lbs (est.),"Source 4: South Flare , EPN number FLARECAP",264749,region 12,#N/A
NOX,NSR Permit 46396,33.0 LBS/HR,17.79 ,17.8,17.79 lbs (est.),"Source 4: South Flare , EPN number FLARECAP",264749,region 12,#N/A
Sulfur dioxide,NSR Permit 46396,10.67 LBS/HR,6213.69 ,6213.7,6213.69 lbs (est.),"Source 4: South Flare , EPN number FLARECAP",264749,region 12,#N/A
VOC,NSR Permit 46396,529.58 LBS/HR,134.09 ,134.1,134.09 lbs (est.),"Source 4: South Flare , EPN number FLARECAP",264749,region 12,#N/A
Crude Oil,101.1/ Stand. Permit No.13493,1.0 bbls,5400.0 ,5400.0,5400.0 lbs (est.),"Source 3: Tank 217/IFR , EPN number Tank 217/IFR",267063,region 12,#N/A
Opacity,Permit O982,10.0 % op,#VALUE!,#VALUE!,100.0 % op (est.),"Source 2: Continuous Kiln No. 3 , EPN number K-03",266258,region 12,#N/A
Opacity,Permit O982,10.0 % op,#VALUE!,#VALUE!,100.0 % op (est.),"Source 4: Kiln No. 3 Burner Abort Stack , EPN number ABRSTK",266258,region 12,#N/A
Opacity,No specific emissions authorizations for this facility',10.0 % op,#VALUE!,#VALUE!,72.33 % op (est.),"Source 1: Boiler , EPN number 22",266504,region 12,#N/A
Opacity,No specific emissions authorizations for this facility',10.0 % op,#VALUE!,#VALUE!,27.78 % op (est.),"Source 1: Boiler , EPN number 22",266580,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,6116.12 ,6116.1,6116.12 lbs (est.),"Source 3: Flare 23 , EPN number E-23-FLARE",266817,region 12,#N/A
Carbon Monoxide,Permit 8404,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 1: Alkyation Unit Flare , EPN number EFCCU 1&2",266550,region 12,#N/A
Hydrogen Sulfide,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 1: Alkyation Unit Flare , EPN number EFCCU 1&2",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 8404,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 1: Alkyation Unit Flare , EPN number EFCCU 1&2",266550,region 12,#N/A
Sulfur dioxide,Permit 8404,0,501.0 ,501.0,501.0 lbs (est.),"Source 1: Alkyation Unit Flare , EPN number EFCCU 1&2",266550,region 12,#N/A
VOCs,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 1: Alkyation Unit Flare , EPN number EFCCU 1&2",266550,region 12,#N/A
Carbon Monoxide,Permit 8404,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 3: CRU4 Flare , EPN number ECRU4",266550,region 12,#N/A
Hydrogen Sulfide,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 3: CRU4 Flare , EPN number ECRU4",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 8404,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 3: CRU4 Flare , EPN number ECRU4",266550,region 12,#N/A
Sulfur dioxide,Permit 8404,0,501.0 ,501.0,501.0 lbs (est.),"Source 3: CRU4 Flare , EPN number ECRU4",266550,region 12,#N/A
VOCs,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 3: CRU4 Flare , EPN number ECRU4",266550,region 12,#N/A
Carbon Monoxide,Permit 8404,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 5: DCU1 Flare , EPN number EDCU1",266550,region 12,#N/A
Hydrogen Sulfide,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 5: DCU1 Flare , EPN number EDCU1",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 8404,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 5: DCU1 Flare , EPN number EDCU1",266550,region 12,#N/A
Sulfur dioxide,Permit 8404,0,501.0 ,501.0,501.0 lbs (est.),"Source 5: DCU1 Flare , EPN number EDCU1",266550,region 12,#N/A
VOCs,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 5: DCU1 Flare , EPN number EDCU1",266550,region 12,#N/A
Carbon Monoxide,Permit 6056,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 6: DCU2 Flare , EPN number EDCU2",266550,region 12,#N/A
Hydrogen Sulfide,Permit 6056,0,101.0 ,101.0,101.0 lbs (est.),"Source 6: DCU2 Flare , EPN number EDCU2",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 6056,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 6: DCU2 Flare , EPN number EDCU2",266550,region 12,#N/A
Sulfur dioxide,Permit 6056,0,501.0 ,501.0,501.0 lbs (est.),"Source 6: DCU2 Flare , EPN number EDCU2",266550,region 12,#N/A
VOCs,Permit 6056,0,101.0 ,101.0,101.0 lbs (est.),"Source 6: DCU2 Flare , EPN number EDCU2",266550,region 12,#N/A
Carbon Monoxide,Permit 8404,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 9: FCCU Flare , EPN number EFCCU3",266550,region 12,#N/A
Hydrogen Sulfide,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 9: FCCU Flare , EPN number EFCCU3",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 8404,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 9: FCCU Flare , EPN number EFCCU3",266550,region 12,#N/A
Sulfur dioxide,Permit 8404,0,501.0 ,501.0,501.0 lbs (est.),"Source 9: FCCU Flare , EPN number EFCCU3",266550,region 12,#N/A
VOCs,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 9: FCCU Flare , EPN number EFCCU3",266550,region 12,#N/A
Carbon Monoxide,Permit 6056,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 11: HCU2 Flare , EPN number EHCU2",266550,region 12,#N/A
Hydrogen Sulfide,Permit 6056,0,101.0 ,101.0,101.0 lbs (est.),"Source 11: HCU2 Flare , EPN number EHCU2",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 6056,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 11: HCU2 Flare , EPN number EHCU2",266550,region 12,#N/A
Sulfur dioxide,Permit 6056,0,501.0 ,501.0,501.0 lbs (est.),"Source 11: HCU2 Flare , EPN number EHCU2",266550,region 12,#N/A
VOCs,Permit 6056,0,101.0 ,101.0,101.0 lbs (est.),"Source 11: HCU2 Flare , EPN number EHCU2",266550,region 12,#N/A
Carbon Monoxide,Permit 8404,0,5001.0 ,5001.0,5001.0 lbs (est.),"Source 12: HTU4 Flare , EPN number EHTU4",266550,region 12,#N/A
Hydrogen Sulfide,Permit 8404,0,101.0 ,101.0,101.0 lbs (est.),"Source 12: HTU4 Flare , EPN number EHTU4",266550,region 12,#N/A
Nitrogen Oxides (NOx),Permit 8404,0,1001.0 ,1001.0,1001.0 lbs (est.),"Source 12: HTU4 Flare , EPN number EHTU4",266550,region 12,#N/A
